team_market,team_name,team_id,conference_name,conference_id
Sacramento State,Hornets,1dc13b18-f9b3-4bb9-b1cf-979fcd8c2b6f,Big Sky,3126fb79-47a7-4a57-b065-8b9d1bdb660d
Weber State,Wildcats,4743cb7c-784a-4b95-a380-5471f92f2217,Big Sky,3126fb79-47a7-4a57-b065-8b9d1bdb660d
Eastern Washington,Eagles,54df21af-8f65-42fc-bc01-8bf750856d70,Big Sky,3126fb79-47a7-4a57-b065-8b9d1bdb660d
Idaho State,Bengals,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,Big Sky,3126fb79-47a7-4a57-b065-8b9d1bdb660d
Portland State,Vikings,79965018-7f6f-4273-9eef-65c99b592b01,Big Sky,3126fb79-47a7-4a57-b065-8b9d1bdb660d
Northern Colorado,Bears,7e42fa84-68cd-47a6-b49a-18b5414d8084,Big Sky,3126fb79-47a7-4a57-b065-8b9d1bdb660d
Montana State,Bobcats,bec40585-b587-4548-93f5-b7c00b046aea,Big Sky,3126fb79-47a7-4a57-b065-8b9d1bdb660d
Southern Utah,Thunderbirds,c7116621-45ed-4ab1-9ad9-dee524120569,Big Sky,3126fb79-47a7-4a57-b065-8b9d1bdb660d
Montana,Grizzlies,e3848467-66c0-41e5-8283-02e3586d8601,Big Sky,3126fb79-47a7-4a57-b065-8b9d1bdb660d
Idaho,Vandals,ec6185b7-4e0c-4eb8-99ef-f3a4dccf6b91,Big Sky,3126fb79-47a7-4a57-b065-8b9d1bdb660d
UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,American Athletic,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe
Memphis,Tigers,1551b3a0-6d10-4ffa-8dfa-73b56f004553,American Athletic,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe
Houston,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,American Athletic,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe
Tulsa,Golden Hurricane,2959bd24-7007-41ae-a3a3-abdf26888cfc,American Athletic,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe
